Parameters,Cumulative Return,Sharpe Ratio,Max Drawdown,Time
"{'window': 20, 'allocation_per_trade': 75, 'stop_loss_pct': 0.02, 'take_profit_pct': 0.04}",-0.0019946306274590837,0.025844403406920496,-0.019607943138398087,25.692551374435425
"{'window': 20, 'allocation_per_trade': 75, 'stop_loss_pct': 0.02, 'take_profit_pct': 0.05}",-0.0009967372242590462,0.026026052230246982,-0.019607943138398087,25.50495982170105
"{'window': 20, 'allocation_per_trade': 75, 'stop_loss_pct': 0.02, 'take_profit_pct': 0.06}",-0.0019946306274590837,0.025841439966554157,-0.019607943138398087,25.10286259651184
"{'window': 20, 'allocation_per_trade': 75, 'stop_loss_pct': 0.02, 'take_profit_pct': 0.07}",1.4023475941133592e-06,0.026185504176465733,-0.019607943138398087,25.955634832382202
"{'window': 20, 'allocation_per_trade': 75, 'stop_loss_pct': 0.025, 'take_profit_pct': 0.04}",-0.0009948693361023129,0.02602031011877405,-0.019607943138398087,25.38853907585144
"{'window': 20, 'allocation_per_trade': 75, 'stop_loss_pct': 0.025, 'take_profit_pct': 0.05}",-0.0019946306274590837,0.025850879499864615,-0.019607943138398087,25.2616069316864
"{'window': 20, 'allocation_per_trade': 75, 'stop_loss_pct': 0.025, 'take_profit_pct': 0.06}",-0.0009979150893077561,0.02603162617686322,-0.019607943138398087,25.258660554885864
"{'window': 20, 'allocation_per_trade': 75, 'stop_loss_pct': 0.025, 'take_profit_pct': 0.07}",-0.0019946306274590837,0.025871396616890155,-0.019607943138398087,25.148903846740723
"{'window': 20, 'allocation_per_trade': 75, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.04}",-0.0009977811417176458,0.02603483328556459,-0.019607943138398087,26.273789882659912
"{'window': 20, 'allocation_per_trade': 75, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.05}",-0.0019946306274590837,0.025869525854481972,-0.019607943138398087,25.61236000061035
"{'window': 20, 'allocation_per_trade': 75, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06}",-0.0019946306274590837,0.02586133099939405,-0.019607943138398087,25.306022882461548
"{'window': 20, 'allocation_per_trade': 75, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.07}",-0.0009948693361023129,0.026029765989220716,-0.019607943138398087,25.175073862075806
"{'window': 20, 'allocation_per_trade': 100, 'stop_loss_pct': 0.015, 'take_profit_pct': 0.04}",-0.0009979150893077561,0.026040363287444992,-0.019607943138398087,28.59908962249756
"{'window': 20, 'allocation_per_trade': 100, 'stop_loss_pct': 0.015, 'take_profit_pct': 0.05}",-0.0009977811417176458,0.02603825429460102,-0.019607943138398087,31.400862216949463
"{'window': 20, 'allocation_per_trade': 100, 'stop_loss_pct': 0.015, 'take_profit_pct': 0.06}",-0.0019946306274590837,0.025880000311568153,-0.019607943138398087,29.570249557495117
"{'window': 20, 'allocation_per_trade': 100, 'stop_loss_pct': 0.015, 'take_profit_pct': 0.07}",-0.0019946306274590837,0.025872069859101572,-0.019607943138398087,26.637441635131836
"{'window': 20, 'allocation_per_trade': 100, 'stop_loss_pct': 0.02, 'take_profit_pct': 0.04}",-0.0009948693361023129,0.026033316103864553,-0.019607943138398087,28.374316930770874
"{'window': 20, 'allocation_per_trade': 100, 'stop_loss_pct': 0.02, 'take_profit_pct': 0.05}",-0.0009979150893077561,0.026043438708939,-0.019607943138398087,26.66230797767639
"{'window': 20, 'allocation_per_trade': 100, 'stop_loss_pct': 0.02, 'take_profit_pct': 0.06}",-3.1891808484194404e-06,0.02619105076067685,-0.019607943138398087,26.181586027145386
"{'window': 20, 'allocation_per_trade': 100, 'stop_loss_pct': 0.02, 'take_profit_pct': 0.07}",-0.0019946306274590837,0.025889546855064813,-0.019607943138398087,27.900984525680542
"{'window': 20, 'allocation_per_trade': 100, 'stop_loss_pct': 0.025, 'take_profit_pct': 0.04}",-0.0019946306274590837,0.025881866385099414,-0.019607943138398087,25.78653836250305
"{'window': 20, 'allocation_per_trade': 100, 'stop_loss_pct': 0.025, 'take_profit_pct': 0.05}",-0.0009948693361023129,0.02603651329904008,-0.019607943138398087,26.37102174758911
"{'window': 20, 'allocation_per_trade': 100, 'stop_loss_pct': 0.025, 'take_profit_pct': 0.06}",-3.1891808484194404e-06,0.026179054716365776,-0.019607943138398087,25.29423689842224
"{'window': 20, 'allocation_per_trade': 100, 'stop_loss_pct': 0.025, 'take_profit_pct': 0.07}",-0.0019946306274590837,0.02587968548638556,-0.019607943138398087,25.272313833236694
"{'window': 20, 'allocation_per_trade': 100, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.04}",-0.0009979150893077561,0.026034562062543253,-0.019607943138398087,25.806991815567017
"{'window': 20, 'allocation_per_trade': 100, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.05}",-0.0019946306274590837,0.025890411688923563,-0.019607943138398087,25.724745512008667
"{'window': 20, 'allocation_per_trade': 100, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06}",-0.0009948693361023129,0.026038980341784954,-0.019607943138398087,25.7729070186615
"{'window': 20, 'allocation_per_trade': 100, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.07}",-3.1891808484194404e-06,0.02617600633301358,-0.019607943138398087,25.614696264266968
"{'window': 25, 'allocation_per_trade': 25, 'stop_loss_pct': 0.015, 'take_profit_pct': 0.04}",-0.0019946306274590837,0.025888121289699657,-0.019607943138398087,26.696182250976562
"{'window': 25, 'allocation_per_trade': 25, 'stop_loss_pct': 0.015, 'take_profit_pct': 0.05}",-0.0009968246974835185,0.026036825018432797,-0.019607943138398087,25.59290337562561
"{'window': 25, 'allocation_per_trade': 25, 'stop_loss_pct': 0.015, 'take_profit_pct': 0.06}",-0.0019946306274590837,0.025898271892419823,-0.019607943138398087,25.44482684135437
"{'window': 25, 'allocation_per_trade': 25, 'stop_loss_pct': 0.015, 'take_profit_pct': 0.07}",-0.0009948693361023129,0.026041222529661776,-0.019607943138398087,25.47455358505249
"{'window': 25, 'allocation_per_trade': 25, 'stop_loss_pct': 0.02, 'take_profit_pct': 0.04}",-3.1891808484194404e-06,0.02617314452831702,-0.019607943138398087,25.509406089782715
"{'window': 25, 'allocation_per_trade': 25, 'stop_loss_pct': 0.02, 'take_profit_pct': 0.05}",-0.0019946306274590837,0.025895894978701234,-0.019607943138398087,26.336854696273804
"{'window': 25, 'allocation_per_trade': 25, 'stop_loss_pct': 0.02, 'take_profit_pct': 0.06}",-0.0009968246974835185,0.02603909756780408,-0.019607943138398087,25.699401140213013
"{'window': 25, 'allocation_per_trade': 25, 'stop_loss_pct': 0.02, 'take_profit_pct': 0.07}",-0.0019946306274590837,0.025905561329076694,-0.019607943138398087,26.02941370010376
"{'window': 25, 'allocation_per_trade': 25, 'stop_loss_pct': 0.025, 'take_profit_pct': 0.04}",-0.0009948693361023129,0.02604330333583437,-0.019607943138398087,26.246662855148315
"{'window': 25, 'allocation_per_trade': 25, 'stop_loss_pct': 0.025, 'take_profit_pct': 0.05}",-3.1891808484194404e-06,0.02617048791995282,-0.019607943138398087,25.7751567363739
"{'window': 25, 'allocation_per_trade': 25, 'stop_loss_pct': 0.025, 'take_profit_pct': 0.06}",-0.0009948693361023129,0.02604594641319983,-0.019607943138398087,25.516302824020386
"{'window': 25, 'allocation_per_trade': 25, 'stop_loss_pct': 0.025, 'take_profit_pct': 0.07}",-0.0019946306274590837,0.025915594869041086,-0.019607943138398087,25.80182695388794
"{'window': 25, 'allocation_per_trade': 25, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.04}",-0.0019946306274590837,0.02592027939440656,-0.019607943138398087,25.507341861724854
"{'window': 25, 'allocation_per_trade': 25, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.05}",-0.0009958696147283142,0.026052611787894506,-0.019607943138398087,25.322532653808594
"{'window': 25, 'allocation_per_trade': 25, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06}",-0.0009967372242590462,0.026055055400796754,-0.019607943138398087,26.337178707122803
"{'window': 25, 'allocation_per_trade': 25, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.07}",-0.000997069464038939,0.02604911768907195,-0.019607943138398087,25.473451852798462
"{'window': 25, 'allocation_per_trade': 50, 'stop_loss_pct': 0.015, 'take_profit_pct': 0.04}",-0.0019946306274590837,0.02592872965220684,-0.019607943138398087,25.54695749282837
"{'window': 25, 'allocation_per_trade': 50, 'stop_loss_pct': 0.015, 'take_profit_pct': 0.05}",-0.0009968246974835185,0.02606093959338507,-0.019607943138398087,26.472059726715088
"{'window': 25, 'allocation_per_trade': 50, 'stop_loss_pct': 0.015, 'take_profit_pct': 0.06}",-0.0019946306274590837,0.025937965448827902,-0.019607943138398087,25.241027355194092
"{'window': 25, 'allocation_per_trade': 50, 'stop_loss_pct': 0.015, 'take_profit_pct': 0.07}",-0.0009958696147283142,0.0260648159638892,-0.019607943138398087,26.61260175704956
"{'window': 25, 'allocation_per_trade': 50, 'stop_loss_pct': 0.02, 'take_profit_pct': 0.04}",4.804170003525377e-06,0.02618343416778739,-0.019607943138398087,25.465814113616943
"{'window': 25, 'allocation_per_trade': 50, 'stop_loss_pct': 0.02, 'take_profit_pct': 0.05}",0.00100307730012487,0.026294278112015283,-0.019607943138398087,26.26286816596985
"{'window': 25, 'allocation_per_trade': 50, 'stop_loss_pct': 0.02, 'take_profit_pct': 0.06}",0.0019958404885600206,0.02641243962580203,-0.019607943138398087,25.323951244354248
